fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id,category_name,habitat,avg_price_per_kg,location_name,latitude,longitude,water_depth_m,temperature_celsius,salinity_ppt,fisher_name,experience_years,boat_type,boat_capacity_kg,home_port,license_number
1183,Sole,6.28,71.5,10/14/2023,Jawa Timur,Long Line,2.0,4,16,115,Freshwater Fish,Rivers/Lakes,45000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_115,11,Traditional Boat,1275,Lampung,LIC521421
1184,Flounder,46.25,165.6,3/28/2023,Jawa Timur,Long Line,8.0,5,8,66,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_066,18,Trawler,2159,Jawa Tengah,LIC148476
1185,Cod,32.7,55.2,11/28/2023,Kalimantan Selatan,Trap,4.0,5,4,3,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_003,3,Traditional Boat,932,Sumatera Utara,LIC650826
1186,Salmon,48.1,104.9,8/22/2023,Kalimantan Selatan,Trawling,9.0,5,12,345,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_345,20,Traditional Boat,272,Lampung,LIC670274
1187,Pomfret,14.11,98.2,7/20/2023,Lampung,Gill Net,6.0,5,9,87,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_087,29,Fishing Vessel,4858,Lampung,LIC503715
1188,Tilapia,31.15,158.3,6/30/2023,Kalimantan Selatan,Hand Line,2.0,1,3,361,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_361,32,Motor Boat,1887,Jawa Barat,LIC104137
1189,Catfish,23.42,139.9,12/27/2023,Lampung,Purse Seine,7.0,4,1,466,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_466,26,Fishing Vessel,1390,Sulawesi Selatan,LIC792749
1190,Mackerel,15.02,135.1,1/4/2023,Jawa Tengah,Hand Line,2.0,4,1,452,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_452,17,Motor Boat,364,Sumatera Utara,LIC204381
1191,Pomfret,9.1,72.6,1/8/2023,Kalimantan Selatan,Purse Seine,2.0,5,7,310,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_310,40,Fishing Vessel,3840,Kalimantan Selatan,LIC863743
1192,Herring,28.94,64.5,11/12/2023,Kalimantan Selatan,Hand Line,2.0,5,15,203,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_203,10,Traditional Boat,739,Maluku,LIC388985
1193,Snapper,41.23,90.4,5/18/2023,Papua,Long Line,10.0,2,15,446,Demersal Fish,Sea Bottom,120000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_446,10,Trawler,2513,Jawa Tengah,LIC107908
1194,Flounder,31.15,30.5,12/19/2023,Jawa Barat,Purse Seine,3.0,5,13,71,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_071,2,Traditional Boat,2910,Lampung,LIC770901
1195,Amberjack,7.11,196.0,11/8/2023,Lampung,Trawling,8.0,1,7,324,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_324,11,Motor Boat,2834,Jawa Barat,LIC775629
1196,Carp,25.92,180.0,7/9/2023,Kalimantan Selatan,Long Line,5.0,1,5,325,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_325,29,Motor Boat,4097,Jawa Barat,LIC584810
1197,Anchovy,5.02,48.3,9/10/2023,Jawa Tengah,Purse Seine,10.0,1,1,165,Pelagic Fish,Open Ocean,85000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_165,12,Trawler,2305,Papua,LIC102183
1198,Yellowtail,40.69,80.5,7/1/2023,Papua,Hand Line,5.0,2,18,274,Demersal Fish,Sea Bottom,120000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_274,28,Motor Boat,1620,Kalimantan Selatan,LIC168891
1199,Tuna,27.85,163.4,2/19/2023,Sulawesi Selatan,Hand Line,3.0,2,14,437,Demersal Fish,Sea Bottom,120000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_437,31,Fishing Vessel,364,Maluku,LIC168854
1200,Anchovy,31.8,75.9,2/24/2023,Jawa Timur,Purse Seine,2.0,4,19,191,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_191,1,Fishing Vessel,3667,Bali,LIC193020
1201,Mackerel,41.87,19.5,7/3/2023,Papua,Gill Net,3.0,3,2,166,Reef Fish,Coral Reef,150000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_166,11,Trawler,4388,Sulawesi Selatan,LIC910900
1202,Sardine,39.8,81.2,6/21/2023,Lampung,Trap,7.0,3,10,370,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_370,26,Traditional Boat,4222,Lampung,LIC393171
1203,Salmon,25.82,159.3,1/19/2023,Maluku,Long Line,10.0,4,13,207,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_207,6,Motor Boat,352,Bali,LIC469029
1204,Snapper,42.22,94.2,3/31/2023,Kalimantan Selatan,Hand Line,4.0,2,20,84,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_084,36,Traditional Boat,1446,Papua,LIC829632
1205,Flounder,17.92,126.2,5/7/2023,Lampung,Long Line,8.0,4,16,470,Freshwater Fish,Rivers/Lakes,45000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_470,10,Trawler,3670,Sulawesi Selatan,LIC755201
1206,Tuna,12.19,19.5,8/1/2023,Jawa Timur,Trap,1.0,5,9,449,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_449,25,Traditional Boat,3169,Kalimantan Selatan,LIC397774
1207,Trout,21.23,27.2,7/3/2023,Papua,Long Line,3.0,4,10,262,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_262,30,Motor Boat,1259,Sulawesi Selatan,LIC122409
1208,Snapper,44.07,21.6,3/17/2023,Jawa Tengah,Hand Line,1.0,5,5,22,Anadromous Fish,Sea/Freshwater,200000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_022,36,Fishing Vessel,1043,Jawa Tengah,LIC647879
1209,Mahi-mahi,16.34,105.9,9/7/2023,Bali,Purse Seine,3.0,1,3,379,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_379,38,Fishing Vessel,1988,Lampung,LIC911907
1210,Pomfret,22.77,139.8,11/17/2023,Sulawesi Selatan,Trawling,6.0,4,20,70,Freshwater Fish,Rivers/Lakes,45000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_070,10,Fishing Vessel,1486,Bali,LIC135901
1211,Herring,30.57,194.8,5/30/2023,Bali,Purse Seine,5.0,2,9,191,Demersal Fish,Sea Bottom,120000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_191,1,Fishing Vessel,3667,Bali,LIC193020
1212,Tuna,1.67,137.6,7/8/2023,Lampung,Trap,9.0,5,3,388,Anadromous Fish,Sea/Freshwater,200000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_388,28,Fishing Vessel,3150,Jawa Tengah,LIC324740
1213,Barramundi,38.2,152.7,9/14/2023,Jawa Barat,Long Line,9.0,5,5,297,Anadromous Fish,Sea/Freshwater,200000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_297,37,Traditional Boat,3607,Sulawesi Selatan,LIC569539
1214,Sea Bass,34.33,93.9,12/25/2023,Kalimantan Selatan,Purse Seine,1.0,2,14,237,Demersal Fish,Sea Bottom,120000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_237,16,Trawler,3601,Maluku,LIC449975
1215,Trout,26.38,167.2,8/28/2023,Jawa Barat,Trawling,4.0,3,11,26,Reef Fish,Coral Reef,150000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_026,5,Traditional Boat,3861,Papua,LIC703126
1216,Anchovy,7.73,167.1,1/25/2023,Sulawesi Selatan,Gill Net,3.0,2,13,464,Demersal Fish,Sea Bottom,120000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_464,10,Trawler,2112,Jawa Timur,LIC439129
1217,Yellowtail,30.6,170.9,4/10/2023,Bali,Trap,5.0,1,17,329,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_329,26,Motor Boat,3968,Lampung,LIC729322
1218,Tilapia,44.26,161.5,11/8/2023,Jawa Barat,Hand Line,1.0,2,5,183,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_183,12,Traditional Boat,4035,Kalimantan Selatan,LIC459171
1219,Swordfish,45.58,89.6,7/28/2023,Papua,Long Line,7.0,5,7,78,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_078,25,Motor Boat,3772,Kalimantan Selatan,LIC986207
1220,Swordfish,25.26,74.5,8/9/2023,Sulawesi Selatan,Gill Net,7.0,5,19,157,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_157,13,Traditional Boat,2254,Bali,LIC124479
1221,Snapper,17.22,127.7,1/8/2023,Lampung,Hand Line,1.0,5,6,351,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_351,39,Traditional Boat,2607,Papua,LIC697897
1222,Cod,15.18,50.3,12/14/2023,Jawa Timur,Hand Line,2.0,4,9,278,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_278,12,Trawler,3754,Lampung,LIC885632
1223,Trout,26.5,44.1,4/21/2023,Maluku,Gill Net,8.0,3,6,216,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_216,1,Trawler,2005,Papua,LIC316540
1224,Herring,23.06,32.6,8/20/2023,Lampung,Hand Line,7.0,4,8,69,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_069,2,Motor Boat,1852,Kalimantan Selatan,LIC886940
1225,Tuna,23.42,189.0,6/9/2023,Jawa Tengah,Trap,4.0,5,13,334,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_334,2,Motor Boat,771,Jawa Tengah,LIC779282
1226,Mahi-mahi,7.87,149.7,11/18/2023,Kalimantan Selatan,Trap,9.0,3,4,212,Reef Fish,Coral Reef,150000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_212,16,Trawler,4774,Sumatera Utara,LIC511873
1227,Barramundi,0.66,81.9,12/29/2023,Lampung,Long Line,10.0,2,16,363,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_363,36,Traditional Boat,2562,Jawa Barat,LIC563522
1228,Tilapia,21.49,74.1,5/2/2023,Papua,Hand Line,3.0,2,10,92,Demersal Fish,Sea Bottom,120000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_092,37,Fishing Vessel,547,Lampung,LIC905468
1229,Sole,43.81,28.9,5/9/2023,Papua,Gill Net,9.0,3,6,38,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_038,32,Motor Boat,3109,Jawa Barat,LIC884478
1230,Trout,20.82,93.7,5/29/2023,Sulawesi Selatan,Trap,1.0,4,1,355,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_355,7,Motor Boat,650,Papua,LIC209054
1231,Snapper,25.26,39.7,1/18/2023,Bali,Purse Seine,5.0,3,7,69,Reef Fish,Coral Reef,150000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_069,2,Motor Boat,1852,Kalimantan Selatan,LIC886940
1232,Salmon,25.99,85.0,4/4/2023,Sulawesi Selatan,Trawling,6.0,4,11,315,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_315,10,Traditional Boat,1773,Lampung,LIC802349
1233,Mahi-mahi,18.45,49.4,8/18/2023,Jawa Timur,Purse Seine,9.0,1,4,437,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_437,31,Fishing Vessel,364,Maluku,LIC168854
1234,Snapper,12.72,178.0,7/18/2023,Sulawesi Selatan,Gill Net,8.0,1,2,454,Pelagic Fish,Open Ocean,85000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_454,34,Traditional Boat,4808,Jawa Timur,LIC607177
1235,Herring,34.79,46.6,12/9/2023,Maluku,Trawling,2.0,5,10,395,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_395,38,Traditional Boat,3030,Jawa Barat,LIC847834
1236,Flounder,29.31,161.2,6/8/2023,Maluku,Purse Seine,7.0,4,8,348,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_348,15,Trawler,2955,Sumatera Utara,LIC275479
1237,Tilapia,24.95,180.0,5/7/2023,Jawa Barat,Trawling,3.0,5,18,194,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_194,33,Trawler,1999,Lampung,LIC285825
1238,Tilapia,5.84,28.7,3/1/2023,Jawa Tengah,Trap,6.0,2,6,279,Demersal Fish,Sea Bottom,120000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_279,33,Fishing Vessel,4045,Bali,LIC918964
1239,Flounder,21.44,187.7,2/28/2023,Jawa Tengah,Trap,4.0,5,14,422,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_422,40,Motor Boat,2838,Lampung,LIC892064
1240,Tilapia,2.85,59.9,1/23/2023,Jawa Timur,Hand Line,9.0,4,7,481,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_481,30,Trawler,4907,Sumatera Utara,LIC951749
1241,Catfish,48.98,199.9,3/8/2023,Sulawesi Selatan,Purse Seine,5.0,5,2,325,Anadromous Fish,Sea/Freshwater,200000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_325,29,Motor Boat,4097,Jawa Barat,LIC584810
1242,Catfish,24.62,64.6,7/1/2023,Lampung,Trawling,4.0,3,11,267,Reef Fish,Coral Reef,150000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_267,10,Motor Boat,1536,Kalimantan Selatan,LIC984297
1243,Salmon,6.51,133.1,10/14/2023,Jawa Barat,Gill Net,4.0,2,15,12,Demersal Fish,Sea Bottom,120000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_012,1,Traditional Boat,4736,Jawa Barat,LIC521528
1244,Pomfret,46.94,66.6,8/8/2023,Maluku,Gill Net,4.0,1,8,307,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_307,1,Motor Boat,1884,Jawa Tengah,LIC618629
1245,Mackerel,29.18,18.6,4/9/2023,Jawa Barat,Purse Seine,5.0,4,6,466,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_466,26,Fishing Vessel,1390,Sulawesi Selatan,LIC792749
1246,Sardine,15.45,17.6,12/23/2023,Jawa Timur,Gill Net,1.0,4,12,19,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_019,24,Fishing Vessel,644,Sulawesi Selatan,LIC428668
1247,Tuna,3.69,163.6,6/3/2023,Kalimantan Selatan,Purse Seine,8.0,2,5,232,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_232,26,Fishing Vessel,490,Kalimantan Selatan,LIC360379
1248,Trout,33.23,42.8,3/14/2023,Lampung,Hand Line,8.0,5,13,106,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_106,31,Trawler,3802,Bali,LIC679639
1249,Cod,1.72,84.5,4/9/2023,Sumatera Utara,Trawling,1.0,3,2,180,Reef Fish,Coral Reef,150000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_180,19,Motor Boat,1190,Sumatera Utara,LIC870736
1250,Mahi-mahi,27.16,173.1,1/13/2023,Sumatera Utara,Gill Net,9.0,2,10,220,Demersal Fish,Sea Bottom,120000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_220,26,Fishing Vessel,4432,Sumatera Utara,LIC892385
1251,Carp,48.79,131.5,5/12/2023,Jawa Timur,Hand Line,2.0,4,17,44,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_044,3,Traditional Boat,1498,Papua,LIC450637
1252,Salmon,19.39,115.4,1/1/2023,Kalimantan Selatan,Long Line,2.0,1,7,326,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_326,23,Fishing Vessel,2219,Jawa Barat,LIC590096
1253,Snapper,46.97,192.6,5/8/2023,Sumatera Utara,Purse Seine,5.0,4,5,176,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_176,8,Traditional Boat,178,Jawa Barat,LIC984630
1254,Mahi-mahi,8.85,27.6,5/9/2023,Sumatera Utara,Long Line,5.0,4,18,411,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_411,12,Trawler,934,Jawa Timur,LIC529216
1255,Yellowtail,6.41,98.2,5/17/2023,Papua,Trap,8.0,4,15,228,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_228,18,Traditional Boat,1497,Papua,LIC558521
1256,Flounder,41.02,155.5,8/21/2023,Jawa Tengah,Trap,4.0,5,7,254,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_254,33,Trawler,1943,Maluku,LIC667428
1257,Grouper,25.37,105.6,11/13/2023,Papua,Hand Line,6.0,4,10,488,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_488,38,Trawler,173,Jawa Timur,LIC695360
1258,Salmon,43.59,107.8,9/5/2023,Jawa Timur,Trap,4.0,4,1,482,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_482,37,Fishing Vessel,366,Bali,LIC371878
1259,Tilapia,5.98,18.9,5/28/2023,Maluku,Gill Net,6.0,5,18,170,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_170,38,Trawler,2231,Jawa Tengah,LIC106083
1260,Cod,44.58,51.2,3/15/2023,Lampung,Purse Seine,10.0,4,17,391,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_391,16,Traditional Boat,552,Kalimantan Selatan,LIC550790
1261,Tuna,19.14,72.6,1/11/2023,Bali,Hand Line,8.0,1,3,81,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_081,36,Traditional Boat,744,Sulawesi Selatan,LIC262517
1262,Anchovy,29.86,131.7,6/27/2023,Sulawesi Selatan,Purse Seine,9.0,5,9,361,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_361,32,Motor Boat,1887,Jawa Barat,LIC104137
1263,Herring,7.52,90.3,3/2/2023,Kalimantan Selatan,Purse Seine,8.0,1,9,342,Pelagic Fish,Open Ocean,85000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_342,39,Traditional Boat,4881,Sumatera Utara,LIC908877
1264,Sea Bass,38.13,159.2,9/25/2023,Bali,Gill Net,5.0,1,12,258,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_258,16,Traditional Boat,4902,Sumatera Utara,LIC916427
1265,Anchovy,31.23,156.0,1/15/2023,Bali,Gill Net,1.0,3,11,28,Reef Fish,Coral Reef,150000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_028,2,Fishing Vessel,1324,Sumatera Utara,LIC341165
1266,Pomfret,17.53,131.4,2/16/2023,Jawa Barat,Long Line,1.0,5,3,21,Anadromous Fish,Sea/Freshwater,200000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_021,28,Motor Boat,1232,Jawa Tengah,LIC776555
1267,Tilapia,12.57,77.8,4/11/2023,Jawa Tengah,Trawling,5.0,1,15,243,Pelagic Fish,Open Ocean,85000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_243,26,Fishing Vessel,4229,Lampung,LIC981514
1268,King Fish,14.19,125.7,9/2/2023,Kalimantan Selatan,Hand Line,10.0,3,7,438,Reef Fish,Coral Reef,150000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_438,30,Traditional Boat,334,Kalimantan Selatan,LIC957228
1269,King Fish,2.05,186.6,7/1/2023,Lampung,Long Line,5.0,5,13,426,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_426,5,Trawler,2856,Sumatera Utara,LIC338953
1270,Sea Bass,41.57,129.4,9/16/2023,Sumatera Utara,Gill Net,1.0,3,20,360,Reef Fish,Coral Reef,150000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_360,2,Trawler,4522,Bali,LIC223642
1271,Pomfret,37.7,96.7,3/3/2023,Sulawesi Selatan,Trawling,1.0,2,1,99,Demersal Fish,Sea Bottom,120000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_099,37,Traditional Boat,4992,Kalimantan Selatan,LIC161512
1272,Sole,27.72,142.8,11/27/2023,Sumatera Utara,Hand Line,4.0,1,18,473,Pelagic Fish,Open Ocean,85000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_473,1,Traditional Boat,4790,Sulawesi Selatan,LIC961355
1273,Halibut,40.8,177.0,5/24/2023,Lampung,Trawling,2.0,5,13,299,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_299,19,Trawler,2637,Sumatera Utara,LIC422356
1274,Sea Bass,9.97,139.0,12/17/2023,Papua,Gill Net,4.0,3,16,27,Reef Fish,Coral Reef,150000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_027,10,Traditional Boat,1711,Jawa Timur,LIC194561
1275,Catfish,29.66,100.5,4/5/2023,Jawa Barat,Trawling,8.0,4,7,14,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_014,5,Fishing Vessel,2879,Sulawesi Selatan,LIC981225
1276,Catfish,10.04,142.9,12/28/2023,Jawa Barat,Long Line,9.0,3,11,31,Reef Fish,Coral Reef,150000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_031,4,Traditional Boat,3090,Papua,LIC422228
1277,Snapper,22.98,192.1,10/9/2023,Sumatera Utara,Purse Seine,10.0,4,3,138,Freshwater Fish,Rivers/Lakes,45000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_138,16,Trawler,3962,Jawa Tengah,LIC513224
1278,Mahi-mahi,2.85,75.9,10/9/2023,Jawa Tengah,Trawling,6.0,4,18,245,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_245,34,Traditional Boat,1031,Papua,LIC208726
1279,Yellowtail,31.52,191.5,11/4/2023,Jawa Tengah,Hand Line,5.0,2,17,335,Demersal Fish,Sea Bottom,120000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_335,11,Motor Boat,3855,Papua,LIC709995
1280,Trout,38.05,138.1,12/15/2023,Jawa Barat,Purse Seine,5.0,1,5,196,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_196,4,Trawler,737,Kalimantan Selatan,LIC795786
1281,Tilapia,17.03,74.4,3/16/2023,Sumatera Utara,Purse Seine,7.0,2,2,199,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_199,18,Traditional Boat,3504,Kalimantan Selatan,LIC461202
1282,Herring,24.77,198.6,5/1/2023,Jawa Tengah,Trawling,9.0,4,9,327,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_327,9,Fishing Vessel,3001,Jawa Barat,LIC919926
1283,Carp,49.89,123.1,12/26/2023,Lampung,Trawling,8.0,1,13,271,Pelagic Fish,Open Ocean,85000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_271,5,Motor Boat,1004,Bali,LIC129483
1284,Cod,31.78,15.3,9/6/2023,Kalimantan Selatan,Purse Seine,9.0,3,9,305,Reef Fish,Coral Reef,150000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_305,20,Fishing Vessel,3785,Sumatera Utara,LIC933027
1285,Snapper,47.43,152.3,9/25/2023,Lampung,Purse Seine,5.0,5,12,103,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_103,15,Traditional Boat,312,Bali,LIC280250
